datetime,consumption
0,34450.0
1,34450.0
2,34450.0
3,34450.0
4,34450.0
5,34450.0
6,34450.0
7,34450.0
8,34450.0
9,286650.0
10,286650.0
11,442650.0
12,442650.0
13,442650.0
14,442650.0
15,442650.0
16,442650.0
17,442650.0
18,442650.0
19,442650.0
20,442650.0
21,286650.0
22,286650.0
23,286650.0
24,34450.0
25,34450.0
26,34450.0
27,34450.0
28,34450.0
29,34450.0
30,34450.0
31,34450.0
32,34450.0
33,286650.0
34,286650.0
35,442650.0
36,442650.0
37,442650.0
38,442650.0
39,442650.0
40,442650.0
41,442650.0
42,442650.0
43,442650.0
44,442650.0
45,286650.0
46,286650.0
47,286650.0
48,34450.0
49,34450.0
50,34450.0
51,34450.0
52,34450.0
53,34450.0
54,34450.0
55,34450.0
56,34450.0
57,286650.0
58,286650.0
59,442650.0
60,442650.0
61,442650.0
62,442650.0
63,442650.0
64,442650.0
65,442650.0
66,442650.0
67,442650.0
68,442650.0
69,286650.0
70,286650.0
71,286650.0
72,34450.0
73,34450.0
74,34450.0
75,34450.0
76,34450.0
77,34450.0
78,34450.0
79,34450.0
80,34450.0
81,286650.0
82,286650.0
83,442650.0
84,442650.0
85,442650.0
86,442650.0
87,442650.0
88,442650.0
89,442650.0
90,442650.0
91,442650.0
92,442650.0
93,286650.0
94,286650.0
95,286650.0
96,34450.0
97,34450.0
98,35125.0
99,35125.0
100,35125.0
101,35125.0
102,35125.0
103,35125.0
104,35125.0
105,292175.0
106,292175.0
107,451175.0
108,451175.0
109,451175.0
110,451175.0
111,451175.0
112,451175.0
113,451175.0
114,451175.0
115,451175.0
116,451175.0
117,292175.0
118,292175.0
119,292175.0
120,34450.0
121,34450.0
122,34450.0
123,34450.0
124,34450.0
125,34450.0
126,34450.0
127,34450.0
128,34450.0
129,286650.0
130,286650.0
131,442650.0
132,442650.0
133,442650.0
134,442650.0
135,442650.0
136,442650.0
137,442650.0
138,442650.0
139,442650.0
140,442650.0
141,286650.0
142,286650.0
143,286650.0
144,34450.0
145,34450.0
146,34450.0
147,34450.0
148,34450.0
149,34450.0
150,34450.0
151,34450.0
152,34450.0
153,286650.0
154,286650.0
155,442650.0
156,442650.0
157,442650.0
158,442650.0
159,442650.0
160,442650.0
161,442650.0
162,442650.0
163,442650.0
164,442650.0
165,286650.0
166,286650.0
167,286650.0
