datetime,consumption
1,3124153.3716102904
2,2730816.8491013683
3,2933353.3704293715
4,2742948.1391377184
5,2908835.716930567
6,2938309.638964821
7,3195942.6408388875
8,3131756.5483563887
9,2637663.0713656764
10,2896603.8825218556
11,2846134.4261893244
12,2977899.3414490214
