datetime,consumption
0,190840.0
1,190840.0
2,190840.0
3,190840.0
4,190840.0
5,190840.0
6,190840.0
7,190840.0
8,190840.0
9,190840.0
10,190840.0
11,190840.0
12,190840.0
13,190840.0
14,190840.0
15,190840.0
16,190840.0
17,190840.0
18,190840.0
19,190840.0
20,190840.0
21,190840.0
22,190840.0
23,190840.0
24,190840.0
25,190840.0
26,190840.0
27,190840.0
28,190840.0
29,190840.0
30,190840.0
31,190840.0
32,190840.0
33,190840.0
34,190840.0
35,190840.0
36,190840.0
37,190840.0
38,190840.0
39,190840.0
40,190840.0
41,190840.0
42,190840.0
43,190840.0
44,190840.0
45,190840.0
46,190840.0
47,190840.0
48,190840.0
49,190840.0
50,190840.0
51,190840.0
52,190840.0
53,190840.0
54,190840.0
55,190840.0
56,190840.0
57,190840.0
58,190840.0
59,190840.0
60,190840.0
61,190840.0
62,190840.0
63,190840.0
64,190840.0
65,190840.0
66,190840.0
67,190840.0
68,190840.0
69,190840.0
70,190840.0
71,190840.0
72,190840.0
73,190840.0
74,190840.0
75,190840.0
76,190840.0
77,190840.0
78,190840.0
79,190840.0
80,190840.0
81,190840.0
82,190840.0
83,190840.0
84,190840.0
85,190840.0
86,190840.0
87,190840.0
88,190840.0
89,190840.0
90,190840.0
91,190840.0
92,190840.0
93,190840.0
94,190840.0
95,190840.0
96,190840.0
97,190840.0
98,194630.0
99,194630.0
100,194630.0
101,194630.0
102,194630.0
103,194630.0
104,194630.0
105,194630.0
106,194630.0
107,194630.0
108,194630.0
109,194630.0
110,194630.0
111,194630.0
112,194630.0
113,194630.0
114,194630.0
115,194630.0
116,194630.0
117,194630.0
118,194630.0
119,194630.0
120,190840.0
121,190840.0
122,190840.0
123,190840.0
124,190840.0
125,190840.0
126,190840.0
127,190840.0
128,190840.0
129,190840.0
130,190840.0
131,190840.0
132,190840.0
133,190840.0
134,190840.0
135,190840.0
136,190840.0
137,190840.0
138,190840.0
139,190840.0
140,190840.0
141,190840.0
142,190840.0
143,190840.0
144,190840.0
145,190840.0
146,190840.0
147,190840.0
148,190840.0
149,190840.0
150,190840.0
151,190840.0
152,190840.0
153,190840.0
154,190840.0
155,190840.0
156,190840.0
157,190840.0
158,190840.0
159,190840.0
160,190840.0
161,190840.0
162,190840.0
163,190840.0
164,190840.0
165,190840.0
166,190840.0
167,190840.0
