datetime,consumption
1,216120563.33116835
2,193763133.3526031
3,212545072.3568527
4,135125578.71841827
5,65869425.16900032
6,63337363.023917094
7,67234058.62664929
8,65882536.138611406
9,63377767.26226384
10,148560007.8906868
11,208495540.77990317
12,210280700.80237246
