datetime,consumption
1,190012875.21521074
2,172087132.27037954
3,190525039.29934877
4,113952840.78149563
5,44164383.56164384
6,42739726.02739726
7,44164383.56164384
8,44164383.56164384
9,42739726.02739726
10,124033236.02066024
11,184379070.28969234
12,190525039.29934877
